date,link,situation(day),situation(night),temperature(day),temperature(night),wind(day),wind(night)
20200303,http://www.tianqihoubao.com/lishi/xian/20200303.html,阴,多云,12℃,0℃,东北风1-2级,东北风1-2级
20200304,http://www.tianqihoubao.com/lishi/xian/20200304.html,晴,晴,16℃,0℃,东北风3-4级,东北风3-4级
20200305,http://www.tianqihoubao.com/lishi/xian/20200305.html,多云,多云,16℃,4℃,东南风3-4级,东南风3-4级
20200306,http://www.tianqihoubao.com/lishi/xian/20200306.html,多云,多云,17℃,6℃,西风1-2级,西风1-2级
20200307,http://www.tianqihoubao.com/lishi/xian/20200307.html,多云,多云,20℃,8℃,东风4-5级,东风4-5级
20200308,http://www.tianqihoubao.com/lishi/xian/20200308.html,小雨,小雨,17℃,7℃,东北风3-4级,东北风3-4级
20200309,http://www.tianqihoubao.com/lishi/xian/20200309.html,多云,晴,16℃,2℃,北风5-6级,北风5-6级
20200310,http://www.tianqihoubao.com/lishi/xian/20200310.html,多云,多云,15℃,3℃,西风1-2级,西风1-2级
20200311,http://www.tianqihoubao.com/lishi/xian/20200311.html,多云,多云,19℃,4℃,东北风3-4级,东北风3-4级
20200312,http://www.tianqihoubao.com/lishi/xian/20200312.html,多云,阴,19℃,5℃,北风3-4级,北风3-4级
20200313,http://www.tianqihoubao.com/lishi/xian/20200313.html,多云,晴,17℃,0℃,西北风4-5级,西北风4-5级
20200314,http://www.tianqihoubao.com/lishi/xian/20200314.html,晴,多云,16℃,4℃,西南风1-2级,西南风1-2级
20200315,http://www.tianqihoubao.com/lishi/xian/20200315.html,多云,阴,19℃,8℃,西南风3-4级,西南风3-4级
20200316,http://www.tianqihoubao.com/lishi/xian/20200316.html,阴,阴,16℃,6℃,西南风3-4级,西南风3-4级
20200317,http://www.tianqihoubao.com/lishi/xian/20200317.html,多云,晴,21℃,5℃,西南风3-4级,西南风3-4级
20200318,http://www.tianqihoubao.com/lishi/xian/20200318.html,多云,晴,24℃,4℃,西南风3-4级,西南风3-4级
20200319,http://www.tianqihoubao.com/lishi/xian/20200319.html,晴,晴,25℃,7℃,东北风1-2级,东北风1-2级
20200320,http://www.tianqihoubao.com/lishi/xian/20200320.html,晴,多云,25℃,8℃,西风1-2级,西风1-2级
20200321,http://www.tianqihoubao.com/lishi/xian/20200321.html,阴,多云,23℃,9℃,东风1-2级,东风1-2级
20200322,http://www.tianqihoubao.com/lishi/xian/20200322.html,多云,晴,24℃,8℃,东北风1-2级,东北风1-2级
20200323,http://www.tianqihoubao.com/lishi/xian/20200323.html,晴,多云,25℃,10℃,西北风3-4级,西北风3-4级
20200324,http://www.tianqihoubao.com/lishi/xian/20200324.html,多云,多云,25℃,12℃,东北风3-4级,东北风3-4级
20200325,http://www.tianqihoubao.com/lishi/xian/20200325.html,多云,小雨,27℃,13℃,西风3-4级,西风3-4级
20200326,http://www.tianqihoubao.com/lishi/xian/20200326.html,多云,小雨,20℃,8℃,西北风3-4级,西北风3-4级
20200327,http://www.tianqihoubao.com/lishi/xian/20200327.html,阴,多云,11℃,4℃,西风1-2级,西风1-2级
20200328,http://www.tianqihoubao.com/lishi/xian/20200328.html,阴,小雨,14℃,6℃,东南风3-4级,东南风3-4级
20200329,http://www.tianqihoubao.com/lishi/xian/20200329.html,多云,多云,12℃,3℃,西风3-4级,西风3-4级
20200330,http://www.tianqihoubao.com/lishi/xian/20200330.html,多云,阴,16℃,5℃,东北风1-2级,东北风1-2级
20200331,http://www.tianqihoubao.com/lishi/xian/20200331.html,多云,多云,21℃,6℃,东风1-2级,东风1-2级
20190801,http://www.tianqihoubao.com/lishi/xian/20190801.html,多云,多云,37℃,24℃,东北风3-4级,东北风3-4级
20190802,http://www.tianqihoubao.com/lishi/xian/20190802.html,阴,多云,34℃,24℃,东北风3-4级,东北风3-4级
20190803,http://www.tianqihoubao.com/lishi/xian/20190803.html,大雨,阴,29℃,21℃,东风1-2级,东风1-2级
20190804,http://www.tianqihoubao.com/lishi/xian/20190804.html,多云,多云,34℃,22℃,东北风1-2级,东北风1-2级
20190805,http://www.tianqihoubao.com/lishi/xian/20190805.html,小雨,小雨,31℃,23℃,东北风1-2级,东北风1-2级
20190806,http://www.tianqihoubao.com/lishi/xian/20190806.html,小雨,小雨,26℃,21℃,南风1-2级,南风1-2级
20190807,http://www.tianqihoubao.com/lishi/xian/20190807.html,多云,多云,31℃,21℃,东北风1-2级,东北风1-2级
20190808,http://www.tianqihoubao.com/lishi/xian/20190808.html,阵雨,中雨,32℃,23℃,东北风1-2级,东北风1-2级
20190809,http://www.tianqihoubao.com/lishi/xian/20190809.html,小雨,晴,28℃,19℃,西风3-4级,西风3-4级
20190810,http://www.tianqihoubao.com/lishi/xian/20190810.html,晴,晴,33℃,21℃,西风1-2级,西风1-2级
20190811,http://www.tianqihoubao.com/lishi/xian/20190811.html,晴,晴,34℃,22℃,西北风3-4级,西北风3-4级
20190812,http://www.tianqihoubao.com/lishi/xian/20190812.html,晴,晴,35℃,19℃,西风1-2级,西风1-2级
20190813,http://www.tianqihoubao.com/lishi/xian/20190813.html,晴,晴,35℃,23℃,南风1-2级,南风1-2级
20190814,http://www.tianqihoubao.com/lishi/xian/20190814.html,晴,晴,35℃,21℃,西风1-2级,西风1-2级
20190815,http://www.tianqihoubao.com/lishi/xian/20190815.html,晴,晴,36℃,23℃,西风3-4级,西风3-4级
20190816,http://www.tianqihoubao.com/lishi/xian/20190816.html,多云,晴,38℃,24℃,东北风3-4级,东北风3-4级
20190817,http://www.tianqihoubao.com/lishi/xian/20190817.html,多云,晴,35℃,23℃,东北风3-4级,东北风3-4级
20190818,http://www.tianqihoubao.com/lishi/xian/20190818.html,晴,晴,35℃,24℃,东北风3-4级,东北风3-4级
20190819,http://www.tianqihoubao.com/lishi/xian/20190819.html,阴,阴,35℃,24℃,东风3-4级,东风3-4级
20190820,http://www.tianqihoubao.com/lishi/xian/20190820.html,阵雨,中雨,33℃,21℃,西北风3-4级,西北风3-4级
20190821,http://www.tianqihoubao.com/lishi/xian/20190821.html,多云,多云,28℃,21℃,西北风1-2级,西北风1-2级
20190822,http://www.tianqihoubao.com/lishi/xian/20190822.html,小雨,多云,30℃,21℃,东北风3-4级,东北风3-4级
20190823,http://www.tianqihoubao.com/lishi/xian/20190823.html,小雨,多云,29℃,22℃,东北风3-4级,东北风3-4级
20190824,http://www.tianqihoubao.com/lishi/xian/20190824.html,多云,多云,32℃,23℃,东北风1-2级,东北风1-2级
20190825,http://www.tianqihoubao.com/lishi/xian/20190825.html,多云,多云,32℃,23℃,东北风3-4级,东北风3-4级
20190826,http://www.tianqihoubao.com/lishi/xian/20190826.html,小雨,中雨,29℃,21℃,东北风3-4级,东北风3-4级
20190827,http://www.tianqihoubao.com/lishi/xian/20190827.html,阴,多云,25℃,20℃,西南风1-2级,西南风1-2级
20190828,http://www.tianqihoubao.com/lishi/xian/20190828.html,多云,晴,28℃,19℃,西北风1-2级,西北风1-2级
20190829,http://www.tianqihoubao.com/lishi/xian/20190829.html,晴,晴,31℃,19℃,东北风1-2级,东北风1-2级
20190830,http://www.tianqihoubao.com/lishi/xian/20190830.html,多云,多云,29℃,18℃,东北风3-4级,东北风3-4级
20190831,http://www.tianqihoubao.com/lishi/xian/20190831.html,小雨,小雨,29℃,17℃,南风3-4级,南风3-4级
20190501,http://www.tianqihoubao.com/lishi/xian/20190501.html,多云,多云,26℃,13℃,东风3-4级,东风3-4级
20190502,http://www.tianqihoubao.com/lishi/xian/20190502.html,多云,多云,24℃,16℃,东风1-2级,东风1-2级
20190503,http://www.tianqihoubao.com/lishi/xian/20190503.html,小雨,阴,26℃,15℃,南风3-4级,南风3-4级
20190504,http://www.tianqihoubao.com/lishi/xian/20190504.html,多云,小雨,27℃,17℃,东北风1-2级,东北风1-2级
20190505,http://www.tianqihoubao.com/lishi/xian/20190505.html,小雨,小雨,20℃,14℃,东南风1-2级,东南风1-2级
20190506,http://www.tianqihoubao.com/lishi/xian/20190506.html,小雨,中雨,17℃,10℃,东南风3-4级,东南风3-4级
20190507,http://www.tianqihoubao.com/lishi/xian/20190507.html,小雨,多云,14℃,9℃,东风1-2级,东风1-2级
20190508,http://www.tianqihoubao.com/lishi/xian/20190508.html,雾,多云,22℃,10℃,西风3-4级,西风3-4级
20190509,http://www.tianqihoubao.com/lishi/xian/20190509.html,多云,晴,24℃,10℃,西风1-2级,西风1-2级
20190510,http://www.tianqihoubao.com/lishi/xian/20190510.html,多云,阴,27℃,15℃,西南风1-2级,西南风1-2级
20190511,http://www.tianqihoubao.com/lishi/xian/20190511.html,多云,阴,27℃,15℃,东风1-2级,东风1-2级
20190512,http://www.tianqihoubao.com/lishi/xian/20190512.html,阴,阴,21℃,11℃,西北风3-4级,西北风3-4级
20190513,http://www.tianqihoubao.com/lishi/xian/20190513.html,浮尘,阴,25℃,12℃,东风4-5级,东风4-5级
20190514,http://www.tianqihoubao.com/lishi/xian/20190514.html,多云,多云,23℃,14℃,西风1-2级,西风1-2级
20190515,http://www.tianqihoubao.com/lishi/xian/20190515.html,多云,多云,29℃,13℃,西南风1-2级,西南风1-2级
20190516,http://www.tianqihoubao.com/lishi/xian/20190516.html,多云,多云,29℃,17℃,南风1-2级,南风1-2级
20190517,http://www.tianqihoubao.com/lishi/xian/20190517.html,晴,阴,30℃,16℃,东风1-2级,东风1-2级
20190518,http://www.tianqihoubao.com/lishi/xian/20190518.html,小雨,小雨,26℃,16℃,东南风1-2级,东南风1-2级
20190519,http://www.tianqihoubao.com/lishi/xian/20190519.html,阴,阴,24℃,11℃,西北风3-4级,西北风3-4级
20190520,http://www.tianqihoubao.com/lishi/xian/20190520.html,多云,多云,25℃,12℃,东北风3-4级,东北风3-4级
20190521,http://www.tianqihoubao.com/lishi/xian/20190521.html,晴,晴,30℃,13℃,南风1-2级,南风1-2级
20190522,http://www.tianqihoubao.com/lishi/xian/20190522.html,晴,晴,33℃,15℃,西南风1-2级,西南风1-2级
20190523,http://www.tianqihoubao.com/lishi/xian/20190523.html,多云,多云,35℃,22℃,东南风4-5级,东南风4-5级
20190524,http://www.tianqihoubao.com/lishi/xian/20190524.html,多云,多云,36℃,20℃,西南风1-2级,西南风1-2级
20190525,http://www.tianqihoubao.com/lishi/xian/20190525.html,多云,多云,37℃,21℃,东南风1-2级,东南风1-2级
20190526,http://www.tianqihoubao.com/lishi/xian/20190526.html,晴,多云,33℃,18℃,北风4-5级,北风4-5级
20190527,http://www.tianqihoubao.com/lishi/xian/20190527.html,小雨,小雨,25℃,15℃,西风1-2级,西风1-2级
20190528,http://www.tianqihoubao.com/lishi/xian/20190528.html,小雨,多云,18℃,12℃,东北风1-2级,东北风1-2级
20190529,http://www.tianqihoubao.com/lishi/xian/20190529.html,多云,阴,24℃,15℃,西北风1-2级,西北风1-2级
20190530,http://www.tianqihoubao.com/lishi/xian/20190530.html,多云,多云,31℃,15℃,西风3-4级,西风3-4级
20190531,http://www.tianqihoubao.com/lishi/xian/20190531.html,多云,多云,30℃,15℃,东北风3-4级,东北风3-4级
20191201,http://www.tianqihoubao.com/lishi/xian/20191201.html,晴,晴,8℃,-4℃,西风3-4级,西风3-4级
20191202,http://www.tianqihoubao.com/lishi/xian/20191202.html,晴,晴,8℃,-3℃,北风1-2级,北风1-2级
20191203,http://www.tianqihoubao.com/lishi/xian/20191203.html,多云,多云,9℃,-3℃,西南风1-2级,西南风1-2级
20191204,http://www.tianqihoubao.com/lishi/xian/20191204.html,晴,多云,10℃,-1℃,西南风1-2级,西南风1-2级
20191205,http://www.tianqihoubao.com/lishi/xian/20191205.html,晴,晴,9℃,-4℃,东风1-2级,东风1-2级
20191206,http://www.tianqihoubao.com/lishi/xian/20191206.html,晴,晴,8℃,-2℃,东北风1-2级,东北风1-2级
20191207,http://www.tianqihoubao.com/lishi/xian/20191207.html,多云,多云,9℃,-1℃,北风1-2级,北风1-2级
20191208,http://www.tianqihoubao.com/lishi/xian/20191208.html,多云,晴,12℃,-1℃,西南风1-2级,西南风1-2级
20191209,http://www.tianqihoubao.com/lishi/xian/20191209.html,晴,晴,13℃,0℃,西南风1-2级,西南风1-2级
20191210,http://www.tianqihoubao.com/lishi/xian/20191210.html,晴,晴,13℃,-1℃,西风1-2级,西风1-2级
20191211,http://www.tianqihoubao.com/lishi/xian/20191211.html,晴,多云,10℃,-1℃,东北风1-2级,东北风1-2级
20191212,http://www.tianqihoubao.com/lishi/xian/20191212.html,阴,阴,9℃,2℃,东风1-2级,东风1-2级
20191213,http://www.tianqihoubao.com/lishi/xian/20191213.html,多云,阴,10℃,3℃,东北风1-2级,东北风1-2级
20191214,http://www.tianqihoubao.com/lishi/xian/20191214.html,多云,小雨,9℃,2℃,东风3-4级,东风3-4级
20191215,http://www.tianqihoubao.com/lishi/xian/20191215.html,小雨,雨夹雪,4℃,0℃,东北风3-4级,东北风3-4级
20191216,http://www.tianqihoubao.com/lishi/xian/20191216.html,阴,阴,8℃,-1℃,西风3-4级,西风3-4级
20191217,http://www.tianqihoubao.com/lishi/xian/20191217.html,多云,阴,10℃,0℃,西风1-2级,西风1-2级
20191218,http://www.tianqihoubao.com/lishi/xian/20191218.html,多云,多云,9℃,0℃,西风1-2级,西风1-2级
20191219,http://www.tianqihoubao.com/lishi/xian/20191219.html,晴,晴,9℃,-4℃,东风1-2级,东风1-2级
20191220,http://www.tianqihoubao.com/lishi/xian/20191220.html,多云,多云,9℃,-1℃,东北风1-2级,东北风1-2级
20191221,http://www.tianqihoubao.com/lishi/xian/20191221.html,多云,多云,7℃,-2℃,东风1-2级,东风1-2级
20191222,http://www.tianqihoubao.com/lishi/xian/20191222.html,晴,多云,8℃,-2℃,东北风1-2级,东北风1-2级
20191223,http://www.tianqihoubao.com/lishi/xian/20191223.html,阴,多云,5℃,-1℃,东北风1-2级,东北风1-2级
20191224,http://www.tianqihoubao.com/lishi/xian/20191224.html,多云,阴,4℃,0℃,东北风1-2级,东北风1-2级
20191225,http://www.tianqihoubao.com/lishi/xian/20191225.html,小雨,多云,4℃,-2℃,西风3-4级,西风3-4级
20191226,http://www.tianqihoubao.com/lishi/xian/20191226.html,多云,晴,7℃,-4℃,西南风1-2级,西南风1-2级
20191227,http://www.tianqihoubao.com/lishi/xian/20191227.html,晴,多云,11℃,-3℃,西南风1-2级,西南风1-2级
20191228,http://www.tianqihoubao.com/lishi/xian/20191228.html,多云,晴,11℃,-2℃,东北风1-2级,东北风1-2级
20191229,http://www.tianqihoubao.com/lishi/xian/20191229.html,晴,晴,11℃,-3℃,西风1-2级,西风1-2级
20191230,http://www.tianqihoubao.com/lishi/xian/20191230.html,晴,多云,5℃,-2℃,东北风3-4级,东北风3-4级
20191231,http://www.tianqihoubao.com/lishi/xian/20191231.html,多云,多云,3℃,-3℃,东北风3-4级,东北风3-4级
20200101,http://www.tianqihoubao.com/lishi/xian/20200101.html,多云,多云,2℃,-4℃,东北风1-2级,东北风1-2级
20200102,http://www.tianqihoubao.com/lishi/xian/20200102.html,晴,多云,6℃,-3℃,南风1-2级,南风1-2级
20200103,http://www.tianqihoubao.com/lishi/xian/20200103.html,多云,多云,8℃,-3℃,北风1-2级,北风1-2级
20200104,http://www.tianqihoubao.com/lishi/xian/20200104.html,阴,小雨,5℃,0℃,东北风3-4级,东北风3-4级
20200105,http://www.tianqihoubao.com/lishi/xian/20200105.html,小雨,小雨,3℃,1℃,东北风1-2级,东北风1-2级
20200106,http://www.tianqihoubao.com/lishi/xian/20200106.html,雨夹雪,雨夹雪,3℃,-1℃,西南风1-2级,西南风1-2级
20200107,http://www.tianqihoubao.com/lishi/xian/20200107.html,多云,多云,9℃,-4℃,西风1-2级,西风1-2级
20200108,http://www.tianqihoubao.com/lishi/xian/20200108.html,多云,阴,4℃,-1℃,东北风3-4级,东北风3-4级
20200109,http://www.tianqihoubao.com/lishi/xian/20200109.html,阴,阴,3℃,-1℃,北风1-2级,北风1-2级
20200110,http://www.tianqihoubao.com/lishi/xian/20200110.html,小雨,阴,4℃,-3℃,西风1-2级,西风1-2级
20200111,http://www.tianqihoubao.com/lishi/xian/20200111.html,晴,晴,7℃,-4℃,东北风1-2级,东北风1-2级
20200112,http://www.tianqihoubao.com/lishi/xian/20200112.html,多云,晴,6℃,-2℃,南风1-2级,南风1-2级
20200113,http://www.tianqihoubao.com/lishi/xian/20200113.html,多云,多云,5℃,-2℃,东风1-2级,东风1-2级
20200114,http://www.tianqihoubao.com/lishi/xian/20200114.html,晴,小雨,5℃,-1℃,东北风3-4级,东北风3-4级
20200115,http://www.tianqihoubao.com/lishi/xian/20200115.html,雨夹雪,阴,0℃,-1℃,东北风1-2级,东北风1-2级
20200116,http://www.tianqihoubao.com/lishi/xian/20200116.html,多云,多云,7℃,-4℃,东风1-2级,东风1-2级
20200117,http://www.tianqihoubao.com/lishi/xian/20200117.html,霾,霾,8℃,-3℃,西北风1-2级,西北风1-2级
20200118,http://www.tianqihoubao.com/lishi/xian/20200118.html,阴,多云,6℃,-3℃,西风3-4级,西风3-4级
20200119,http://www.tianqihoubao.com/lishi/xian/20200119.html,多云,多云,8℃,-2℃,南风1-2级,南风1-2级
20200120,http://www.tianqihoubao.com/lishi/xian/20200120.html,阴,阴,8℃,-1℃,东北风3-4级,东北风3-4级
20200121,http://www.tianqihoubao.com/lishi/xian/20200121.html,多云,阴,5℃,-2℃,东北风1-2级,东北风1-2级
20200122,http://www.tianqihoubao.com/lishi/xian/20200122.html,多云,多云,8℃,-1℃,东北风1-2级,东北风1-2级
20200123,http://www.tianqihoubao.com/lishi/xian/20200123.html,霾,霾,9℃,0℃,北风1-2级,北风1-2级
20200124,http://www.tianqihoubao.com/lishi/xian/20200124.html,小雨,小雨,6℃,0℃,东北风1-2级,东北风1-2级
20200125,http://www.tianqihoubao.com/lishi/xian/20200125.html,小雨,小雨,7℃,1℃,东风3-4级,东风3-4级
20200126,http://www.tianqihoubao.com/lishi/xian/20200126.html,阴,阴,5℃,0℃,北风3-4级,北风3-4级
20200127,http://www.tianqihoubao.com/lishi/xian/20200127.html,多云,雾,8℃,-3℃,东北风3-4级,东北风3-4级
20200128,http://www.tianqihoubao.com/lishi/xian/20200128.html,多云,晴,9℃,-2℃,西南风1-2级,西南风1-2级
20200129,http://www.tianqihoubao.com/lishi/xian/20200129.html,晴,晴,10℃,-1℃,西风1-2级,西风1-2级
20200130,http://www.tianqihoubao.com/lishi/xian/20200130.html,晴,多云,10℃,-3℃,北风1-2级,北风1-2级
20200131,http://www.tianqihoubao.com/lishi/xian/20200131.html,多云,阴,8℃,-2℃,南风1-2级,南风1-2级
20200701,http://www.tianqihoubao.com/lishi/xian/20200701.html,多云,多云,31℃,21℃,东风1-2级,东风1-2级
20200702,http://www.tianqihoubao.com/lishi/xian/20200702.html,晴,晴,34℃,21℃,北风1-2级,北风1-2级
20200703,http://www.tianqihoubao.com/lishi/xian/20200703.html,多云,阴,35℃,23℃,东南风3-4级,东南风3-4级
20200704,http://www.tianqihoubao.com/lishi/xian/20200704.html,多云,多云,33℃,22℃,西北风1-2级,西北风1-2级
20200704,http://www.tianqihoubao.com/lishi/xian/20200704.html,多云,多云,33℃,22℃,西北风1-2级,西北风1-2级
20200705,http://www.tianqihoubao.com/lishi/xian/20200705.html,多云,晴,33℃,21℃,北风1-2级,北风1-2级
20200705,http://www.tianqihoubao.com/lishi/xian/20200705.html,多云,晴,33℃,21℃,北风1-2级,北风1-2级
20200706,http://www.tianqihoubao.com/lishi/xian/20200706.html,晴,晴,37℃,22℃,东风3-4级,东风3-4级
20200707,http://www.tianqihoubao.com/lishi/xian/20200707.html,晴,晴,38℃,24℃,东南风4-5级,东南风4-5级
20200708,http://www.tianqihoubao.com/lishi/xian/20200708.html,多云,多云,38℃,25℃,东南风3-4级,东南风3-4级
20200709,http://www.tianqihoubao.com/lishi/xian/20200709.html,多云,多云,37℃,26℃,东北风1-2级,东北风1-2级
20200710,http://www.tianqihoubao.com/lishi/xian/20200710.html,阴,小雨,33℃,23℃,东南风3-4级,东南风3-4级
20200711,http://www.tianqihoubao.com/lishi/xian/20200711.html,中雨,大雨,25℃,20℃,东北风3-4级,东北风3-4级
20200712,http://www.tianqihoubao.com/lishi/xian/20200712.html,小雨,多云,30℃,20℃,北风1-2级,北风1-2级
20200713,http://www.tianqihoubao.com/lishi/xian/20200713.html,多云,小雨,31℃,21℃,东北风3-4级,东北风3-4级
20200714,http://www.tianqihoubao.com/lishi/xian/20200714.html,小雨,阴,24℃,19℃,东北风3-4级,东北风3-4级
20200715,http://www.tianqihoubao.com/lishi/xian/20200715.html,多云,小雨,28℃,20℃,东北风1-2级,东北风1-2级
20200716,http://www.tianqihoubao.com/lishi/xian/20200716.html,多云,多云,29℃,22℃,南风1-2级,南风1-2级
20200717,http://www.tianqihoubao.com/lishi/xian/20200717.html,小雨,晴,28℃,21℃,东风1-2级,东风1-2级
20200718,http://www.tianqihoubao.com/lishi/xian/20200718.html,小雨,小雨,26℃,20℃,西风3-4级,西风3-4级
20200719,http://www.tianqihoubao.com/lishi/xian/20200719.html,晴,多云,31℃,19℃,西南风3-4级,西南风3-4级
20200720,http://www.tianqihoubao.com/lishi/xian/20200720.html,多云,阴,33℃,21℃,东风4-5级,东风4-5级
20200721,http://www.tianqihoubao.com/lishi/xian/20200721.html,小雨,小雨,28℃,21℃,东风1-2级,东风1-2级
20200722,http://www.tianqihoubao.com/lishi/xian/20200722.html,阵雨,阵雨,27℃,22℃,东北风3-4级,东北风3-4级
20200723,http://www.tianqihoubao.com/lishi/xian/20200723.html,小雨,中雨,25℃,21℃,北风1-2级,北风1-2级
20200724,http://www.tianqihoubao.com/lishi/xian/20200724.html,小雨,小雨,24℃,20℃,东北风1-2级,东北风1-2级
20200725,http://www.tianqihoubao.com/lishi/xian/20200725.html,小雨,多云,23℃,20℃,西风1-2级,西风1-2级
20200726,http://www.tianqihoubao.com/lishi/xian/20200726.html,晴,晴,32℃,20℃,西风1-2级,西风1-2级
20200727,http://www.tianqihoubao.com/lishi/xian/20200727.html,晴,晴,32℃,21℃,北风1-2级,北风1-2级
20200728,http://www.tianqihoubao.com/lishi/xian/20200728.html,多云,晴,34℃,23℃,东北风1-2级,东北风1-2级
20200729,http://www.tianqihoubao.com/lishi/xian/20200729.html,多云,阴,32℃,23℃,东风3-4级,东风3-4级
20200730,http://www.tianqihoubao.com/lishi/xian/20200730.html,小雨,小雨,31℃,22℃,东北风1-2级,东北风1-2级
20200731,http://www.tianqihoubao.com/lishi/xian/20200731.html,多云,小雨,32℃,23℃,东风1-2级,东风1-2级
20200801,http://www.tianqihoubao.com/lishi/xian/20200801.html,阵雨,阵雨,31℃,23℃,西北风3-4级,西北风3-4级
20200802,http://www.tianqihoubao.com/lishi/xian/20200802.html,多云,多云,32℃,23℃,东北风1-2级,东北风1-2级
20200803,http://www.tianqihoubao.com/lishi/xian/20200803.html,小雨,小雨,33℃,24℃,东北风3-4级,东北风3-4级
20200804,http://www.tianqihoubao.com/lishi/xian/20200804.html,多云,多云,33℃,25℃,东北风3-4级,东北风3-4级
20200805,http://www.tianqihoubao.com/lishi/xian/20200805.html,阴,多云,35℃,24℃,东风3-4级,东风3-4级
20200806,http://www.tianqihoubao.com/lishi/xian/20200806.html,小雨,大雨,27℃,24℃,东北风4-5级,东北风4-5级
20200807,http://www.tianqihoubao.com/lishi/xian/20200807.html,中雨,多云,27℃,22℃,东北风1-2级,东北风1-2级
20200808,http://www.tianqihoubao.com/lishi/xian/20200808.html,多云,晴,31℃,22℃,西北风1-2级,西北风1-2级
20200809,http://www.tianqihoubao.com/lishi/xian/20200809.html,晴,晴,33℃,24℃,东北风1-2级,东北风1-2级
20200810,http://www.tianqihoubao.com/lishi/xian/20200810.html,晴,阴,34℃,24℃,东北风3-4级,东北风3-4级
20200811,http://www.tianqihoubao.com/lishi/xian/20200811.html,小雨,小雨,31℃,23℃,东北风4-5级,东北风4-5级
20200812,http://www.tianqihoubao.com/lishi/xian/20200812.html,小雨,多云,30℃,20℃,西南风3-4级,西南风3-4级
20200813,http://www.tianqihoubao.com/lishi/xian/20200813.html,阴,多云,29℃,21℃,东南风1-2级,东南风1-2级
20200814,http://www.tianqihoubao.com/lishi/xian/20200814.html,阴,阴,29℃,24℃,东北风1-2级,东北风1-2级
20200815,http://www.tianqihoubao.com/lishi/xian/20200815.html,阴,阴,24℃,25℃,西南风1-2级,西南风1-2级
20200816,http://www.tianqihoubao.com/lishi/xian/20200816.html,小雨,小雨,25℃,25℃,西南风1-2级,西南风1-2级
20200817,http://www.tianqihoubao.com/lishi/xian/20200817.html,阴,阴,29℃,22℃,西南风3-4级,西南风3-4级
20200818,http://www.tianqihoubao.com/lishi/xian/20200818.html,阴,阴,25℃,20℃,西南风3-4级,西南风3-4级
20200819,http://www.tianqihoubao.com/lishi/xian/20200819.html,多云,多云,22℃,23℃,东北风1-2级,东北风1-2级
20200820,http://www.tianqihoubao.com/lishi/xian/20200820.html,阴,多云,25℃,22℃,东北风3-4级,东北风3-4级
20200821,http://www.tianqihoubao.com/lishi/xian/20200821.html,多云,多云,29℃,22℃,东北风3-4级,东北风3-4级
20200822,http://www.tianqihoubao.com/lishi/xian/20200822.html,晴,多云,29℃,20℃,东北风3-4级,东北风3-4级
20200823,http://www.tianqihoubao.com/lishi/xian/20200823.html,中雨,小雨,29℃,19℃,东北风3-4级,东北风3-4级
20200824,http://www.tianqihoubao.com/lishi/xian/20200824.html,多云,晴,30℃,19℃,西南风1-2级,西南风1-2级
20200825,http://www.tianqihoubao.com/lishi/xian/20200825.html,晴,晴,31℃,17℃,西南风1-2级,西南风1-2级
20200826,http://www.tianqihoubao.com/lishi/xian/20200826.html,晴,晴,31℃,19℃,东北风1-2级,东北风1-2级
20200827,http://www.tianqihoubao.com/lishi/xian/20200827.html,晴,多云,31℃,20℃,东北风1-2级,东北风1-2级
20200828,http://www.tianqihoubao.com/lishi/xian/20200828.html,晴,晴,32℃,22℃,东北风1-2级,东北风1-2级
20200829,http://www.tianqihoubao.com/lishi/xian/20200829.html,晴,多云,35℃,21℃,东北风3-4级,东北风3-4级
20200830,http://www.tianqihoubao.com/lishi/xian/20200830.html,多云,多云,29℃,20℃,西南风3-4级,西南风3-4级
20200831,http://www.tianqihoubao.com/lishi/xian/20200831.html,多云,晴,28℃,19℃,西南风1-2级,西南风1-2级
20191001,http://www.tianqihoubao.com/lishi/xian/20191001.html,小雨,多云,26℃,16℃,东风1-2级,东风1-2级
20191002,http://www.tianqihoubao.com/lishi/xian/20191002.html,多云,多云,29℃,16℃,东风3-4级,东风3-4级
20191003,http://www.tianqihoubao.com/lishi/xian/20191003.html,小雨,小雨,22℃,16℃,东北风1-2级,东北风1-2级
20191004,http://www.tianqihoubao.com/lishi/xian/20191004.html,中雨,小雨,20℃,13℃,西风3-4级,西风3-4级
20191005,http://www.tianqihoubao.com/lishi/xian/20191005.html,小雨,小雨,17℃,11℃,东北风4-5级,东北风4-5级
20191006,http://www.tianqihoubao.com/lishi/xian/20191006.html,小雨,阴,14℃,10℃,东北风1-2级,东北风1-2级
20191007,http://www.tianqihoubao.com/lishi/xian/20191007.html,阴,阴,20℃,12℃,西南风1-2级,西南风1-2级
20191008,http://www.tianqihoubao.com/lishi/xian/20191008.html,阴,小雨,18℃,12℃,东风3-4级,东风3-4级
20191009,http://www.tianqihoubao.com/lishi/xian/20191009.html,小雨,小雨,16℃,13℃,东北风1-2级,东北风1-2级
20191010,http://www.tianqihoubao.com/lishi/xian/20191010.html,小雨,阴,19℃,11℃,南风3-4级,南风3-4级
20191011,http://www.tianqihoubao.com/lishi/xian/20191011.html,多云,多云,21℃,11℃,东南风1-2级,东南风1-2级
20191012,http://www.tianqihoubao.com/lishi/xian/20191012.html,晴,多云,23℃,11℃,东北风1-2级,东北风1-2级
